OBJECTID,ZCTA5CE10,GEOID10,CohortCnt,GradCnt,GradRate,Shape__Area,Shape__Length
267,48237,2648237,618,450,0.728155339805825,143589203.791016,58545.8435441518
268,48025,2648025,326,299,0.917177914110429,224238948.387207,82546.5087932432
269,48017,2648017,155,136,0.87741935483871,61169624.8305664,38403.0521513809
270,48621,2648621,29,22,0.758620689655172,1595126761.66602,306789.550411103
271,48854,2648854,255,228,0.894117647058824,3117641791.95801,400917.107170146
272,49879,2649879,,,,4168597379.68555,557093.250730349
273,49340,2649340,151,114,0.754966887417219,2432472799.72949,383514.699618791
274,49505,2649505,189,154,0.814814814814815,254311552.412109,80519.1680538703
275,49327,2649327,109,93,0.853211009174312,2638439348.83203,358345.871377019
276,49265,2649265,132,111,0.840909090909091,899122910.606445,179120.529762582
277,48005,2648005,158,145,0.917721518987342,1018390411.00537,127784.16387385
278,49841,2649841,64,48,0.75,5488792391.87109,584876.207643775
279,48001,2648001,108,100,0.925925925925926,659152431.838379,176252.782661765
280,48039,2648039,175,154,0.88,693494269.350098,112629.871054597
281,48768,2648768,108,86,0.796296296296296,2942242925.40625,402429.672067773
282,49057,2649057,68,56,0.823529411764706,1464322674.84082,249112.710136029
283,48201,2648201,811,772,0.951911220715166,55897578.4987793,46716.3131174728
284,48127,2648127,503,418,0.831013916500994,214685825.135742,73959.272114342
285,49348,2649348,212,190,0.89622641509434,1906167490.7583,353320.513991496
286,49453,2649453,76,74,0.973684210526316,330809522.744141,106118.524957254
287,49315,2649315,270,245,0.907407407407407,1492864177.32324,275768.801279545
288,48658,2648658,120,112,0.933333333333333,2439151980.33398,339775.870213227
289,49021,2649021,38,22,0.578947368421053,2600797316.84473,327109.59923658
290,48708,2648708,283,232,0.819787985865724,800276342.176758,174143.600404339
291,49635,2649635,38,35,0.921052631578947,1766700676.18555,313470.745327431
292,49684,2649684,360,342,0.95,3514982589.70801,568075.591340584
293,49255,2649255,40,34,0.85,1124550902.24554,249703.962407764
294,49011,2649011,44,42,0.954545454545455,908030208.898438,204091.274216838
295,49015,2649015,366,310,0.846994535519126,673595124.901611,144266.776071397
296,49034,2649034,33,28,0.848484848484849,1062741611.36597,207229.701401688
297,49093,2649093,195,164,0.841025641025641,3127962678.07227,402766.933606607
298,49782,2649782,,,,2086268105.89453,597257.369206728
299,48506,2648506,276,232,0.840579710144927,550849369.168945,140324.746626676
300,48420,2648420,224,181,0.808035714285714,1805899057.01904,281122.716122657
301,48418,2648418,89,79,0.887640449438202,1101367464.35938,219829.380070119
302,48746,2648746,114,99,0.868421052631579,2287174437.13525,316342.524358771
303,48438,2648438,183,176,0.961748633879781,919028105.560547,209080.543372312
304,48442,2648442,293,244,0.832764505119454,2483145396.71582,341833.054365676
305,49911,2649911,27,27,1,1159599997.17773,222235.467693254
306,48801,2648801,136,128,0.941176470588235,2008747928.2002,308413.143810254
307,48445,2648445,39,36,0.923076923076923,1575627777.40527,348112.123590553
308,49935,2649935,55,45,0.818181818181818,13641476692.043,841540.623529527
309,49203,2649203,211,183,0.867298578199052,756333376.076172,218809.043709057
310,49345,2649345,213,188,0.882629107981221,1499964008.54199,244615.986813035
311,49548,2649548,530,407,0.767924528301887,295358296.944336,113298.798451594
312,49229,2649229,54,51,0.944444444444444,1538971754.98999,293811.024121883
313,48843,2648843,614,547,0.890879478827362,2587005031.38574,337447.09077681
314,48836,2648836,226,202,0.893805309734513,2601506786.94531,346013.838723889
315,49827,2649827,18,15,0.833333333333333,2929773648.98047,343801.443660142
316,48038,2648038,657,590,0.898021308980213,306027066.192871,95646.4811022819
317,48026,2648026,439,407,0.927107061503417,115873756.980957,43019.9566042368
318,49619,2649619,48,36,0.75,1777380919.86426,315899.38139265
319,49858,2649858,151,107,0.708609271523179,2616198123.59082,354217.669127777
320,48161,2648161,444,359,0.808558558558559,1300603929.10828,232292.48539263
321,49270,2649270,58,56,0.96551724137931,1260958431.16016,267004.895705267
322,49461,2649461,159,139,0.874213836477987,1343909046.16797,263282.629691304
323,48326,2648326,229,222,0.96943231441048,498907862.296387,145029.050711004
324,48390,2648390,767,726,0.946544980443286,376531975.666016,103941.979743373
325,48374,2648374,10,4,0.4,256340445.115234,68197.7265450405
326,48342,2648342,111,63,0.567567567567568,161294889.667969,76137.6998593169
327,49428,2649428,374,358,0.957219251336898,480132843.716797,122421.433716015
328,48601,2648601,152,112,0.736842105263158,3058471883.67773,381384.350724523
329,48602,2648602,315,270,0.857142857142857,226597445.152344,73868.269145885
330,48074,2648074,88,46,0.522727272727273,1042015430.25928,132167.968086518
331,48466,2648466,29,28,0.96551724137931,1025413986.94873,184298.879502019
332,48817,2648817,135,128,0.948148148148148,1658820949.04004,289532.953588241
333,48198,2648198,119,93,0.781512605042017,960480216.723877,162125.476502132
334,48130,2648130,262,255,0.973282442748092,1762509991.2334,263032.845560976
335,48173,2648173,230,214,0.930434782608696,385685222.505859,124599.789486865
336,48141,2648141,101,13,0.128712871287129,174320362.721436,52712.7343313743
337,48229,2648229,108,81,0.75,78664841.1508789,45206.9359759114
338,48184,2648184,425,304,0.715294117647059,196016401.722656,85278.6224534715
339,48226,2648226,28,7,0.25,34415725.7226563,40734.2570298891
340,49080,2649080,193,170,0.880829015544041,2236188638.0874,363771.563852724
341,49615,2649615,28,26,0.928571428571429,2236105638.68457,278793.450369356
342,48706,2648706,213,190,0.892018779342723,2068276500.60449,290058.340848609
343,48623,2648623,121,114,0.942148760330578,2079382376.94629,381070.46196507
344,49068,2649068,211,204,0.966824644549763,3684643381.2041,459644.701117158
345,48813,2648813,213,156,0.732394366197183,4747509057.69751,606591.127604228
346,48840,2648840,185,178,0.962162162162162,574963311.405273,141760.180481233
347,48653,2648653,,,,7560369371.43848,683309.52343034
348,49817,2649817,17,16,0.941176470588235,2579093208.98242,417351.969296212
349,49880,2649880,20,19,0.95,6073502362.64063,457647.640645222
350,48532,2648532,421,348,0.826603325415677,429120641.240723,129335.622488864
351,48507,2648507,343,229,0.667638483965015,586522884.896973,258573.460502487
352,48462,2648462,250,219,0.876,1362918477.35693,246675.162438199
353,49968,2649968,23,20,0.869565217391304,7064808631.09375,594022.769751581
354,49945,2649945,32,31,0.96875,5123991289.77148,573641.292702206
355,48441,2648441,54,52,0.962962962962963,3157055200.00781,352096.83286294
356,48910,2648910,352,244,0.693181818181818,433518434.882813,146259.212649745
357,48883,2648883,139,114,0.820143884892086,3306502508.28711,520608.898796019
358,49240,2649240,76,73,0.960526315789474,3050612353.36499,414587.43397216
359,49234,2649234,30,8,0.266666666666667,647617691.19458,205263.030992349
360,49269,2649269,206,189,0.91747572815534,1683525511.38623,272123.994998427
361,49009,2649009,17,9,0.529411764705882,2900195982.07861,395304.995573231
362,49004,2649004,124,93,0.75,591627301.322021,176561.554777843
363,49546,2649546,329,315,0.957446808510638,520778464.790039,166600.062611169
364,49319,2649319,252,229,0.908730158730159,2482201256.15527,410387.323164221
365,48453,2648453,88,79,0.897727272727273,2990150630.31348,331742.001694705
366,48428,2648428,51,48,0.941176470588235,979929770.285156,217766.694769559
367,49279,2649279,64,58,0.90625,734605064.735779,215337.477745926
368,49267,2649267,61,56,0.918032786885246,1125383499.34204,178211.6761891
369,48116,2648116,585,550,0.94017094017094,1119104950.97852,231518.026790409
370,48066,2648066,331,300,0.906344410876133,275417194.740234,80315.0308628412
371,48310,2648310,87,41,0.471264367816092,236536668.878906,81726.9448698485
372,48092,2648092,480,407,0.847916666666667,229323509.239258,84966.9814941907
373,48041,2648041,43,40,0.930232558139535,1118445789.10986,156886.672611307
374,49660,2649660,395,190,0.481012658227848,5480149720.27637,609861.561614808
375,49675,2649675,30,30,1,476708949.070313,143953.921094295
376,49431,2649431,195,171,0.876923076923077,3445738034.23828,551564.745441602
377,49405,2649405,43,42,0.976744186046512,1938408084.21484,314730.532854493
378,49601,2649601,220,166,0.754545454545455,5951833729.49023,574366.501970661
379,48160,2648160,165,152,0.921212121212121,2254780373.36401,318273.81670339
380,48164,2648164,208,178,0.855769230769231,823433126.880127,201992.025184368
381,49415,2649415,219,188,0.858447488584475,828703594.15625,187977.877021832
382,49445,2649445,360,331,0.919444444444444,1996639270.25732,294330.471555166
383,48307,2648307,39,30,0.769230769230769,429237503.251953,91249.0702370741
384,48382,2648382,407,393,0.965601965601966,511330491.356934,131094.749169735
385,48336,2648336,317,280,0.883280757097792,253405462.424805,69370.8519462465
386,48334,2648334,583,542,0.92967409948542,250913330.234863,68863.2661030434
387,48030,2648030,339,182,0.536873156342183,78538637.8071289,37061.6818712443
388,48072,2648072,322,308,0.956521739130435,66944712.1552734,37073.1470106245
389,48009,2648009,350,333,0.951428571428571,141161729.003906,69535.1369569871
390,48097,2648097,133,121,0.909774436090226,2140951990.15381,314349.357590974
391,49091,2649091,211,185,0.876777251184834,2570445968.41052,330992.720924696
392,49072,2649072,52,47,0.903846153846154,1608700988.79346,271889.683620782
393,48741,2648741,41,35,0.853658536585366,1303579556.56445,205486.291275487
394,49079,2649079,177,145,0.819209039548023,2377454032.77271,330000.169819166
395,48168,2648168,566,562,0.992932862190813,575248970.586914,169075.765538414
396,48170,2648170,82,16,0.195121951219512,957769538.505859,189852.366330373
397,48224,2648224,504,363,0.720238095238095,159857674.633301,57321.3624670348
398,48209,2648209,515,371,0.720388349514563,192110436.823486,68392.966391063
399,48212,2648212,423,353,0.83451536643026,149391682.232178,59442.5793328065
400,48239,2648239,250,222,0.888,272155593.297363,92076.7235251919
401,49659,2649659,12,9,0.75,4644938198.02441,491343.346108066
402,49058,2649058,198,172,0.868686868686869,4212690744.71973,443921.663676853
403,49083,2649083,223,197,0.883408071748879,997368771.000977,157722.279324283
404,49085,2649085,258,252,0.976744186046512,728571950.270752,191912.550419606
405,49098,2649098,107,87,0.813084112149533,936637408.24292,190878.485858675
406,49038,2649038,109,96,0.880733944954128,1119938891.28125,221247.501300121
407,49783,2649783,197,172,0.873096446700508,5356150415.50977,659576.09280224
408,48835,2648835,42,42,1,1572334991.27686,372722.682055521
409,48875,2648875,151,127,0.841059602649007,2441925115.21826,302693.36540545
410,49096,2649096,84,70,0.833333333333333,1865538762.19336,245198.514698
411,48458,2648458,256,161,0.62890625,982035461.668457,259838.502996341
412,48430,2648430,280,255,0.910714285714286,2478459530.21924,351229.13914529
413,48503,2648503,46,30,0.652173913043478,232210395.627441,144085.32096118
414,48618,2648618,38,34,0.894736842105263,2915888455.43848,305339.025466085
415,49633,2649633,32,26,0.8125,4661703580.06641,728479.182092288
416,48811,2648811,12,6,0.5,1757247295.74268,237244.976434355
417,49271,2649271,48,45,0.9375,1541880406.73462,298938.781836103
418,49942,2649942,138,102,0.739130434782609,28797607.875,35506.8384411532
419,49931,2649931,92,88,0.956521739130435,873482087.912109,286230.665723142
420,48413,2648413,109,99,0.908256880733945,3852610795.35938,397234.998237477
421,49285,2649285,120,106,0.883333333333333,2094599410.552,327844.92329923
422,48809,2648809,169,129,0.763313609467456,2365023248.1792,297779.320525386
423,49920,2649920,43,40,0.930232558139535,12515047246.2344,1058502.34912011
424,49201,2649201,629,472,0.750397456279809,4393220855.4707,909898.682250272
425,48158,2648158,86,83,0.965116279069767,2660069597.6228,333729.638392158
426,49087,2649087,85,72,0.847058823529412,1738790482.18311,221597.726782462
427,49001,2649001,11,3,0.272727272727273,216752186.601318,78790.0676780526
428,49507,2649507,215,55,0.255813953488372,153792027.102539,62202.9209332848
429,49506,2649506,333,294,0.882882882882883,218204211.246582,81669.2865647956
430,49512,2649512,156,136,0.871794871794872,636456933.051758,144120.78628745
431,49534,2649534,22,17,0.772727272727273,1005410066.45996,218329.064303089
432,49509,2649509,435,328,0.754022988505747,202452156.548828,92250.0311927815
433,49677,2649677,105,95,0.904761904761905,3705714342.42676,561788.818750019
434,48416,2648416,69,67,0.971014492753623,3146424841.34082,393100.446003963
435,48093,2648093,363,333,0.917355371900827,158646759.168945,73512.5927190243
436,48042,2648042,419,408,0.973747016706444,634620980.676758,144246.776077703
437,48080,2648080,141,134,0.950354609929078,142183716.523926,53850.8963828956
438,48306,2648306,780,767,0.983333333333333,636399964.624512,131048.875788599
439,49866,2649866,123,109,0.886178861788618,4208101131.7793,706348.566427027
440,48657,2648657,135,115,0.851851851851852,1865092327.61816,245813.858280616
441,48140,2648140,110,106,0.963636363636364,745120144.487427,177425.333530719
442,49456,2649456,200,198,0.99,932905160.271484,176137.597702243
443,49459,2649459,14,14,1,2151814682.72754,290165.224125358
444,48071,2648071,320,258,0.80625,197755528.931152,65210.0866902391
445,48375,2648375,520,493,0.948076923076923,240053444.044434,81077.9638313434
446,48033,2648033,537,518,0.964618249534451,250018307.174805,73976.6788269543
447,48075,2648075,126,108,0.857142857142857,206163751.744141,69925.9461881618
448,48085,2648085,380,368,0.968421052631579,263853708.340332,64972.8142346593
449,48661,2648661,33,6,0.181818181818182,7499263875.71777,527743.151877151
450,49953,2649953,27,24,0.888888888888889,11793143438.9883,1171243.19394162
451,49735,2649735,206,164,0.796116504854369,7215652769.09961,559583.566489069
452,48651,2648651,82,70,0.853658536585366,1954646181.7334,407457.933189715
453,48629,2648629,33,16,0.484848484848485,2323285334.01758,516072.772937764
454,48609,2648609,128,122,0.953125,1337026709.15869,239941.388099633
455,48734,2648734,119,115,0.966386554621849,1144242963.71875,201508.407413618
456,48603,2648603,405,340,0.839506172839506,516382822.694336,127231.024096613
457,48040,2648040,185,179,0.967567567567568,220126751.79541,66459.3275904837
458,48857,2648857,39,28,0.717948717948718,655594442.723633,147236.182859574
459,48118,2648118,196,185,0.943877551020408,2562257940.3562,318890.52343335
460,48206,2648206,79,46,0.582278481012658,87132003.7409668,44356.4976383309
461,48135,2648135,385,297,0.771428571428571,163576328.705078,62134.9468473696
462,48150,2648150,767,696,0.907431551499348,338484958.773438,93204.845779196
463,48152,2648152,577,533,0.923743500866551,337966259.67041,91814.8593147858
464,48122,2648122,240,207,0.8625,77001159.171875,38370.4559443927
465,49862,2649862,43,40,0.930232558139535,5839596943.52344,638886.957448361
466,49078,2649078,173,160,0.92485549132948,1357584590.12134,234040.781973459
467,49419,2649419,212,192,0.905660377358491,2031148634.95752,360093.425240859
468,49426,2649426,455,430,0.945054945054945,1746072641.05859,295680.472438523
469,49328,2649328,125,115,0.92,1595366884.21777,307399.919854516
470,49333,2649333,219,201,0.917808219178082,2324438684.52002,328149.855061407
471,49464,2649464,422,392,0.928909952606635,2102136212.98047,325188.767085911
472,49746,2649746,29,20,0.689655172413793,6266889337.51172,579943.087141239
473,49712,2649712,113,96,0.849557522123894,2292791767.93164,366803.090721647
474,49720,2649720,102,95,0.931372549019608,3517018918.70605,368798.074742754
475,48650,2648650,115,97,0.843478260869565,3047598517.70801,318640.028837307
476,49017,2649017,460,339,0.73695652173913,1600794941.03223,314520.982652169
477,49111,2649111,66,53,0.803030303030303,1155655756.67969,211425.041644021
478,49047,2649047,148,125,0.844594594594595,3445194124.79028,412105.704286825
479,49076,2649076,130,121,0.930769230769231,1567216753.27612,249405.618696647
480,49014,2649014,198,171,0.863636363636364,2143553335.10986,364659.90791509
481,49770,2649770,250,239,0.956,3466443593.77148,339413.27313599
482,49706,2649706,16,11,0.6875,1804979486.25586,311257.21886934
483,48624,2648624,123,105,0.853658536585366,9668212181.01367,832207.717179129
484,49738,2649738,,,,8353204765.36621,1259847.17061046
485,49829,2649829,226,178,0.787610619469027,1979616278.16211,321650.797256371
486,49831,2649831,24,23,0.958333333333333,3312300029.59961,479917.720907185
487,48473,2648473,33,11,0.333333333333333,1647316557.47559,251248.019833445
488,48423,2648423,437,380,0.869565217391304,1867707330.32764,248455.774905115
489,49247,2649247,57,56,0.982456140350877,2425660956.71448,370667.872944231
490,48767,2648767,63,60,0.952380952380952,2364725016.22363,299634.774832511
491,48892,2648892,47,39,0.829787234042553,1517071307.10205,332479.539405579
492,48846,2648846,196,163,0.831632653061224,3043197776.49609,394727.065263718
493,48730,2648730,35,6,0.171428571428571,2243723095.39941,293739.879320962
494,49503,2649503,210,182,0.866666666666667,205415610.70459,117919.319466298
495,49504,2649504,569,299,0.525483304042179,313005078.801758,94817.6998329166
496,49304,2649304,27,22,0.814814814814815,3706655957.23535,479013.925915989
497,48744,2648744,49,35,0.714285714285714,1841007977.97656,222047.729284852
498,48446,2648446,479,410,0.855949895615866,3502201035.28223,338093.647076115
499,49682,2649682,79,57,0.721518987341772,1810469153.03027,257006.896860325
500,48189,2648189,66,61,0.924242424242424,1019315303.9519,251479.752098075
501,48021,2648021,274,209,0.762773722627737,142696135.255371,50329.4231225611
502,48035,2648035,263,108,0.4106463878327,246171675.748047,78631.2434451961
503,48044,2648044,686,649,0.946064139941691,378428184.307129,94057.2704780237
504,48089,2648089,183,122,0.666666666666667,222018651.96875,66649.2031565316
505,48065,2648065,409,367,0.897310513447433,1053937064.2373,135656.670024973
506,48015,2648015,203,151,0.74384236453202,47613537.3496094,29218.7626768362
507,48082,2648082,330,298,0.903030303030303,113006017.433594,47196.13553078
508,49614,2649614,17,16,0.941176470588235,2443728186.41504,310253.97238017
509,49896,2649896,,,,1643635741.14063,236536.95637125
510,48626,2648626,15,1,0.0666666666666667,1788496305.0166,257852.733507624
511,48133,2648133,71,68,0.957746478873239,917236498.713013,171178.813952588
512,48885,2648885,12,11,0.916666666666667,481661151.379883,135193.820737884
513,49442,2649442,503,291,0.578528827037773,1286211322.90186,215578.946132922
514,48323,2648323,389,376,0.966580976863753,281479851.278809,116950.193403038
515,48098,2648098,528,488,0.924242424242424,262115529.571777,65492.8890955828
516,49420,2649420,83,77,0.927710843373494,3319024857.16016,336186.406044458
517,49401,2649401,190,172,0.905263157894737,729778093.715332,125263.869284666
518,49779,2649779,51,45,0.882352941176471,4009154856.61133,454596.510005027
519,48867,2648867,242,196,0.809917355371901,3897991940.15967,432260.934485686
520,49013,2649013,99,50,0.505050505050505,1665566153.64893,293927.324674629
521,48108,2648108,432,418,0.967592592592593,474254299.720215,170880.498699575
522,48234,2648234,81,46,0.567901234567901,218353579.299805,96083.3830472126
523,48210,2648210,305,283,0.927868852459016,140541483.842041,54764.7211990821
524,48202,2648202,301,278,0.92358803986711,92735736.3049316,52981.5300289725
525,48235,2648235,530,430,0.811320754716981,174245274.193359,60042.5144644567
526,48124,2648124,788,756,0.959390862944162,248085410.124268,79587.4157962308
527,48183,2648183,218,214,0.981651376146789,541508462.990479,141987.663096446
528,48240,2648240,299,147,0.491638795986622,104349254.842773,43454.9130528366
529,48125,2648125,254,208,0.818897637795276,112907711.104248,78457.6781664709
